Trigram,PMI
"('online', 'evinize', 'by')",40.28071597302307
"('nuri', 'koçal', 'dinlenemez')",40.28071597302307
"('naim', 'sohbetlerine', 'kodlu')",40.28071597302307
"('i̇şlemlerde', 'sağlanacak', 'menfaatler')",40.28071597302307
"('i̇stiklal', 'duruşunda', 'gerilla')",40.28071597302307
"('i̇ncelemeğ', 'paranazal', 'sinüslerin')",40.28071597302307
"('ebedi', 'koyulan', 'ergenekon')",40.28071597302307
"('duyarsak', 'kellesi', 'kellen')",40.28071597302307
"('doldurulan', 'semptom', 'envanteri')",40.28071597302307
"('direktifinin', 'essen', 'konseyi')",40.28071597302307
"('dikkati', 'i̇ncelemeğ', 'paranazal')",40.28071597302307
"('diistal', 'uçta', 'lineer')",40.28071597302307
"('devrilmediğini', 'söylediklerinde', 'kabalaşarak')",40.28071597302307
"('deviasyon', 'nondeplase', 'fraktürün')",40.28071597302307
"('depozitörünü', 'depozitörün', 'eleğini')",40.28071597302307
"('deneti̇mli̇', 'serbestli̇k', 'tedbi̇ri̇')",40.28071597302307
"('deneti̇m', 'süresi̇ne', 'tabi̇')",40.28071597302307
"('ciltte', 'düzenbislik', 'noktasal')",40.28071597302307
"('bulbus', 'okuli', 'bilateral')",40.28071597302307
"('buca', 'seyfi', 'demirsoy')",40.28071597302307
"('biçimiyle', 'sunumu', 'çaba')",40.28071597302307
"('bitişiğe', 'tetiğe', 'dokunmak')",40.28071597302307
"('birliktelik', 'yaşamak', 'buluşmak')",40.28071597302307
"('beta', 'okur', 'erkul')",40.28071597302307
"('barsak', 'vena', 'kava')",40.28071597302307
"('ağabeyinle', 'baban', 'döşememiş')",40.28071597302307
"('ağabeyini', 'görememenin', 'üzüntüsünü')",40.28071597302307
"('ankesörlü', 'telefondan', '155')",40.28071597302307
"('düzenbislik', 'noktasal', 'hiperekojen')",40.28071597302307
"('ekosistemlerinin', 'öğeleriyle', 'yenileyebilme')",40.28071597302307
"('itildiğinin', 'tasvir', 'görseldeki')",40.28071597302307
"('ellisini', 'ülkücü', 'kardeşlerime')",40.28071597302307
"('iniş', 'yüzeyi', 'buzlu')",40.28071597302307
"('imalatdaki', 'dökülme', 'korozyon')",40.28071597302307
"('ilim', 'sanatlar', 'sinema')",40.28071597302307
"('idrar', 'ultrasona', 'temizliğini')",40.28071597302307
"('güzellik', 'ölçütlerine', 'gözü')",40.28071597302307
"('gözü', 'gönlü', 'okşayan')",40.28071597302307
"('görünüşe', 'ons', 'ekiz')",40.28071597302307
"('görüntülemenin', 'lobral', 'patolojileri')",40.28071597302307
"('görselde', 'itildiğinin', 'tasvir')",40.28071597302307
"('gönlü', 'okşayan', 'beğenilen')",40.28071597302307
"('gönderiye', 'görselde', 'itildiğinin')",40.28071597302307
"('girişini', 'sensörlerin', 'ihtimallerinin')",40.28071597302307
"('girebilecekleri', 'eğlenme', 'dinlenmelerine')",40.28071597302307
"('gecesinde', 'zülfü', 'elmaştaş')",40.28071597302307
"('filtreli', 'kabin', 'boyahane')",40.28071597302307
"('federal', 'marley', 'konseri')",40.28071597302307
"('eşim', 'yeğenim', 'yeğenimle')",40.28071597302307
"('eğlenme', 'dinlenmelerine', 'ibadet')",40.28071597302307
"('ezeli', 'ebedi', 'koyulan')",40.28071597302307
"('eyrenci', 'taşkent', 'ulucan')",40.28071597302307
"('eserinin', 'işletilmesindeki', 'eksikliklerden')",40.28071597302307
"('uygunsuz', 'hareketlerde', 'oluğunu')",40.28071597302307
